Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.694236978633914,24.705322239577697,23.798602356597982,24.237552642822266,212818400
2015-01-05,24.006988246177652,24.0867973730431,23.368516922627084,23.554737091064453,257142000
2015-01-06,23.619036378758544,23.816341876980253,23.195604375837014,23.556962966918945,263188400
2015-01-07,23.765342712054718,23.987034348142444,23.654496894010858,23.88727378845215,160423600
2015-01-08,24.215379598807615,24.862718808875904,24.097881603917656,24.805078506469727,237458000
2015-01-09,24.97799781477527,25.106579377783078,24.43263655840806,24.831682205200195,214798000
2015-01-12,24.962483002759065,24.969133482585438,24.120055627743543,24.219816207885742,198603200
2015-01-13,24.70310120728101,25.00681938380781,24.144438980365567,24.43485450744629,268367600
2015-01-14,24.173264920851643,24.49471723257199,24.053551191220834,24.341751098632812,195826400
2015-01-15,24.386080326054127,24.39938128317444,23.645631062558422,23.681100845336914,240056000
2015-01-16,23.72765845555715,23.849589546937747,23.321962305734257,23.497098922729492,314053200
2015-01-20,23.90723752419153,24.15775028433897,23.61017139085152,24.102327346801758,199599600
2015-01-21,24.153314777559977,24.621084491650706,24.00256432432637,24.286331176757812,194303600
2015-01-22,24.4437260551952,24.933664483967743,24.324012340403172,24.91814613342285,215185600
2015-01-23,24.895972028166835,25.21742423193683,24.725268516966384,25.046722412109375,185859200
2015-01-26,25.215206718108252,25.35265614411919,25.00681772616178,25.07332420349121,222460000
2015-01-27,24.922577258846545,24.935879909246182,24.171042629136025,24.1954288482666,382274800
2015-01-28,26.07759332327218,26.18622347098334,25.563268661499023,25.563268661499023,585908400
2015-01-29,25.78717173892857,26.42342736058845,25.61868561736439,26.3591365814209,337745600
2015-01-30,26.248297347546913,26.603003725613746,25.9046745395417,25.973400115966797,334982000
2015-02-02,26.170700293426666,26.4189938621203,25.733967466726934,26.299280166625977,250956400
2015-02-03,26.27046066624386,26.401257928588027,26.07315523199289,26.303714752197266,207662800
2015-02-04,26.270454830869415,26.71605542436978,26.22833288525998,26.505447387695312,280598800
2015-02-05,26.71244324385506,26.75918372529074,26.54106770476852,26.694639205932617,168984800
2015-02-06,26.71244351282826,26.763634579747894,26.363014006611284,26.469846725463867,174826400
2015-02-09,26.385265569984796,26.672374929427423,26.358556972294487,26.645668029785156,155559200
2015-02-10,26.745827739601534,27.186510351861603,26.743603296210924,27.157575607299805,248034000
2015-02-11,27.32449755203773,27.80301602590847,27.26440532417871,27.794113159179688,294247200
2015-02-12,28.056745951498062,28.372791824140226,27.947688789457672,28.14577293395996,297898000
2015-02-13,28.328272705499156,28.328272705499156,27.96548980836772,28.28376007080078,217088800
2015-02-17,28.375011983115424,28.684381082518065,28.2481491041287,28.450685501098633,252609600
2015-02-18,28.406176606134583,28.662128554300637,28.36611454730817,28.648775100708008,179566800
2015-02-19,28.595360809509188,28.71777314010031,28.561977172119512,28.58868408203125,149449600
2015-02-20,28.62651465154113,28.82237434387207,28.499653457078956,28.82237434387207,195793600
2015-02-23,28.938105289015088,29.60135269165039,28.857981190998352,29.60135269165039,283896400
2015-02-24,29.588012795143243,29.73490760814688,29.194068849759947,29.416635513305664,276912400
2015-02-25,29.280860933730825,29.289765499417644,28.521908023525217,28.664350509643555,298846800
2015-02-26,28.664353084202308,29.127292054691086,28.179159489691134,29.027137756347656,365150000
2015-02-27,28.933661063898402,29.060525669459057,28.54194502901291,28.590909957885742,248059200
2015-03-02,28.766736353081935,28.995979705716593,28.555298738023403,28.731124877929688,192386800
2015-03-03,28.7021868109536,28.826823548729973,28.50855158267579,28.79121208190918,151265200
2015-03-04,28.733357146967975,28.835735908691003,28.559755423961352,28.60871696472168,126665200
2015-03-05,28.617620409496848,28.6554563326568,27.98998252123944,28.13465118408203,226068400
2015-03-06,28.57755411361783,28.793444017765854,28.101263356309413,28.17693519592285,291368400
2015-03-09,28.47961985670529,28.837953890483007,27.834176424134036,28.297115325927734,354114000
2015-03-10,28.13465181224324,28.314930260305918,27.55375270398703,27.711774826049805,275426400
2015-03-11,27.76517981707428,27.769630401366676,27.177604203683053,27.2065372467041,275756000
2015-03-12,27.222117691705556,27.7985660134026,27.070772350299407,27.698410034179688,193450800
2015-03-13,27.687283875056004,27.909850462961522,27.282212752989896,27.507003784179688,207309200
2015-03-16,27.571550001661393,27.809696197509766,27.346758956585212,27.809696197509766,143497200
2015-03-17,28.021138380542887,28.337182579986006,27.965496724385353,28.274864196777344,204092400
2015-03-18,28.265964494542967,28.746709272663175,28.12574811661563,28.593137741088867,261083600
2015-03-19,28.655451307109757,28.766734613156785,28.354986720392482,28.377243041992188,183238000
2015-03-20,28.544170387435678,28.57755402360196,27.856440313632152,28.02113914489746,274780400
2015-03-23,28.29267009034257,28.455142776311558,28.159128756389002,28.312700271606445,150838800
2015-03-24,28.317154267611016,28.497431004034567,28.16803332875073,28.19696807861328,131369200
2015-03-25,28.16357737452431,28.225895749966426,27.46026611328125,27.46026611328125,206620800
2015-03-26,27.322280418478798,27.794120594999193,27.28666894203646,27.65167808532715,190291600
2015-03-27,27.725121386932106,27.754054433731582,27.355661712679918,27.431333541870117,158184800
2015-03-30,27.609391257270598,28.132422500558253,27.598262246500134,28.12574577331543,188398800
2015-03-31,28.063425635654404,28.15245262749894,27.678386315646087,27.693965911865234,168362400
2015-04-01,27.78075537661051,27.847526017641574,27.397940657201357,27.653892517089844,162485600
2015-04-02,27.8275033605238,27.945463393763433,27.640548220607812,27.892047882080078,128880400
2015-04-06,27.70286560032175,28.379468283392196,27.671706411460807,28.343856811523438,148776000
2015-04-07,28.408404872080666,28.51523590490739,28.038945144652654,28.045621871948242,140049200
2015-04-08,28.010006426922278,28.13241873682573,27.81414842912516,27.954364776611328,149316800
2015-04-09,28.010007694885584,28.172482068289785,27.745154582088954,28.16802978515625,129936000
2015-04-10,28.03226747767425,28.31270191801622,27.878697651575177,28.288219451904297,160752000
2015-04-13,28.57087496683167,28.615391006220108,28.179158951331196,28.232574462890625,145460400
2015-04-14,28.265962514242442,28.3305070418597,28.02336569827805,28.110166549682617,102098400
2015-04-15,28.13464667828012,28.294893215067187,28.045619692477185,28.216995239257812,115881600
2015-04-16,28.105714536739242,28.288219110430457,28.067878616131612,28.08123207092285,113476000
2015-04-17,27.94324220759483,28.074555709550506,27.700643688082796,27.765188217163086,207828000
2015-04-20,27.94769556491331,28.515239531858697,27.85866856086829,28.399505615234375,188217200
2015-04-21,28.510782606071622,28.533037228247775,28.192510604471984,28.245927810668945,129740400
2015-04-22,28.263731495340977,28.682156083705696,28.11461228384406,28.626514434814453,150618000
2015-04-23,28.555297152717507,29.027137285949443,28.519685679542306,28.860212326049805,183083600
2015-04-24,29.042719794092143,29.073878985399837,28.762283676225756,28.99597930908203,178103600
2015-04-27,29.44778855346286,29.63029480953917,29.189610462665815,29.523460388183594,387816800
2015-04-28,29.926306060290624,29.944108399445852,28.837955539227018,29.05829429626465,475696000
2015-04-29,28.96927414607103,29.28754280530617,28.555300067420788,28.630971908569336,253544400
2015-04-30,28.63096684646575,28.63096684646575,27.727347007781397,27.854209899902344,332781600
2015-05-01,28.06564627540629,28.962591047195207,27.88759402467133,28.699960708618164,234050400
2015-05-04,28.822377324431148,29.06052523824225,28.5463934927065,28.644323348999023,203953200
2015-05-05,28.521907942375222,28.588678600449384,27.994426196173162,27.998878479003906,197085600
2015-05-06,28.168026736668235,28.210314931617717,27.455814336746123,27.823049545288086,288564000
2015-05-07,27.885631387791218,28.17841268755224,27.718009170082315,27.995145797729492,175763600
2015-05-08,28.31250741348548,28.522594451904297,28.185114608413503,28.522594451904297,222201600
2015-05-11,28.471190892738576,28.50918485099784,28.077836963604977,28.2320499420166,168143200
2015-05-12,28.071132405524015,28.35720737088283,27.896805580079814,28.13147735595703,192640000
2015-05-13,28.194058663301394,28.42649502055542,28.131479971952515,28.162769317626953,138776800
2015-05-14,28.47565865289466,28.819841384887695,28.419784589174334,28.819841384887695,180814000
2015-05-15,28.846670700094613,28.940538742139225,28.654463734874764,28.779621124267578,152832000
2015-05-18,28.692451449243087,29.21543188827345,28.687980569086267,29.09697914123535,203531600
2015-05-19,29.208730333645796,29.25119517387914,28.974058549918123,29.07016372680664,178532800
2015-05-20,29.05451526887897,29.273540659872967,28.907006911353793,29.06792449951172,145819600
2015-05-21,29.07016760399463,29.418821313047655,29.016527260185256,29.36518096923828,158921600
2015-05-22,29.412106872185955,29.71829563306942,29.36740489546783,29.622190475463867,182384000
2015-05-26,29.63560675853421,29.704890056571298,28.85783728372975,28.969585418701172,282790400
2015-05-27,29.130499798748275,29.559612180561338,29.065687388124672,29.51044273376465,183332800
2015-05-28,29.470221192301462,29.49033504010866,29.300365238124932,29.452341079711914,122933200
2015-05-29,29.329420580006403,29.37859004232593,29.03217007063223,29.11709976196289,203538000
2015-06-01,29.11709361385442,29.36517460852647,29.065690426931717,29.175201416015625,128451200
2015-06-02,29.023228916733252,29.202026634245364,28.902542418325194,29.04557991027832,134670400
2015-06-03,29.20202305429558,29.264601736210718,29.032163708855297,29.08133316040039,123934000
2015-06-04,28.960639853167944,29.1841360674289,28.8108977988469,28.911470413208008,153800400
2015-06-05,28.942767462626342,28.98523230030165,28.687981846856992,28.75279426574707,142507200
2015-06-08,28.808670026111816,28.877956739709482,28.34603448543426,28.56282615661621,210699200
2015-06-09,28.316980038004523,28.62540601795868,28.075605334088277,28.47789764404297,224301600
2015-06-10,28.58964509387513,28.90700941739929,28.574000421733558,28.804203033447266,156349200
2015-06-11,28.871247590572576,29.09474386884714,28.714800877836893,28.7393856048584,141563600
